player id,name,sWAR,image,image2,team id,team abbrev,pos 1,pos 2,pos 3,pos 4,pos 5,pos 6,pos 7,pos 8,last game,last game 2,il return,dem week,vanity card,strat code,bbref id,injury rating,DRAFT TEAM,Unnamed: 24,BOARD TEAM,Unnamed: 26,id,abbrev,sname,lname,manager_legacy,division_legacy,gmid,gmid2,manager1,manager2,division,mascot,stadium,gsheet,thumbnail,color,dice_color,season,auto_draft,salary_cap
12736,Daulton Varsho,2.83,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/daulton-varsho.png,,560,DAL,CF,LF,RF,,,,,,,,,-2,,"Varsho,D",varshda01,2p60,,,,,,,,,,,,,,,,,,,,,,,,
12737,David Bednar,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/david-bednar.png,,590,CYP,RP,CP,,,,,,,,,,-2,,"Bednar,D",bednada01,1p50,,,,,,,,,,,,,,,,,,,,,,,,
12738,David Dahl,0.84,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/david-dahl.png,,547,FA,LF,RF,,,,,,,,,,-2,,"Dahl,D",dahlda01,1p20,,,,,,,,,,,,,,,,,,,,,,,,
12739,David Festa,0.28,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/david-festa.png,,547,FA,SP,RP,,,,,,,,,,-2,,"Festa,D",festada01,1p40,,,,,,,,,,,,,,,,,,,,,,,,
12740,David Fry,1.04,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/david-fry.png,,584,NSH,1B,C,LF,RF,3B,,,,,,,-2,,"Fry,D",fryda01,2p60,,,,,,,,,,,,,,,,,,,,,,,,
12741,David Hamilton,1.43,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/david-hamilton.png,,547,FA,SS,2B,,,,,,,,,,-2,,"Hamilton,D",hamilda03,3p50,,,,,,,,,,,,,,,,,,,,,,,,
12742,David Peralta,0.89,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/david-peralta.png,,562,DALMiL,RF,LF,,,,,,,,,,-2,,"Peralta,D",peralda01,1p40,,,,,,,,,,,,,,,,,,,,,,,,
12743,David Peterson,2.16,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/david-peterson.png,,547,FA,SP,,,,,,,,,,,-2,,"Peterson,D",peterda01,3p50,,,,,,,,,,,,,,,,,,,,,,,,
12744,David Robertson,1.13,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/david-robertson.png,,560,DAL,RP,CP,,,,,,,,,,-2,,"Robertson,D",roberda08,1p60,,,,,,,,,,,,,,,,,,,,,,,,
12745,Davis Daniel,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/davis-daniel.png,,547,FA,SP,,,,,,,,,,,-2,,"Daniel,D",danieda01,1p20,,,,,,,,,,,,,,,,,,,,,,,,
12746,Davis Martin,0.81,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/davis-martin.png,,547,FA,SP,RP,,,,,,,,,,-2,,"Martin,D",martida03,1p30,,,,,,,,,,,,,,,,,,,,,,,,
12747,Davis Schneider,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/davis-schneider.png,,586,NSHMiL,LF,2B,,,,,,,,,,-2,,"Schneider,D",schneda03,1p60,,,,,,,,,,,,,,,,,,,,,,,,
12748,Daz Cameron,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/daz-cameron.png,,581,MDW,LF,RF,CF,,,,,,,,,-2,,"Cameron,D",camerda01,1p30,,,,,,,,,,,,,,,,,,,,,,,,
12749,Dean Kremer,0.29,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dean-kremer.png,,575,WAI,SP,,,,,,,,,,,-2,,"Kremer,D",kremede01,2p65,,,,,,,,,,,,,,,,,,,,,,,,
12750,Declan Cronin,0.31,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/declan-cronin.png,,547,FA,RP,,,,,,,,,,,-2,,"Cronin,D",cronide01,1p40,,,,,,,,,,,,,,,,,,,,,,,,
12751,Dedniel Nunez,1.65,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dedniel-nunez.png,,548,WV,RP,CP,,,,,,,,,,-2,,"Nunez,D",nunezde01,5p20,,,,,,,,,,,,,,,,,,,,,,,,
12752,Dennis Santana,0.9,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dennis-santana.png,,548,WV,RP,CP,,,,,,,,,,-2,,"Santana,D",santade01,1p40,,,,,,,,,,,,,,,,,,,,,,,,
12753,Derek Hill,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/derek-hill.png,,575,WAI,CF,LF,RF,,,,,,,,,-2,,"Hill,D",hillde01,1p30,,,,,,,,,,,,,,,,,,,,,,,,
12754,Derek Law,1.52,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/derek-law.png,,581,MDW,RP,CP,,,,,,,,,,-2,,"Law,D",lawde01,0p72,,,,,,,,,,,,,,,,,,,,,,,,
12755,Devin Williams,3.1,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/devin-williams.png,,562,DALMiL,RP,CP,,,,,,,,,w05g4,-2,,"Williams,D",willide03,5p20,,,,,,,,,,,,,,,,,,,,,,,,
12756,Dillon Dingler,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dillon-dingler.png,,563,GME,C,,,,,,,,,,,-2,,"Dingler,D",dingldi01,2p20,,,,,,,,,,,,,,,,,,,,,,,,
12757,Dillon Tate,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dillon-tate.png,,547,FA,RP,CP,,,,,,,,,,-2,,"Tate,D",tatedi01,1p30,,,,,,,,,,,,,,,,,,,,,,,,
12758,DJ Herz,0.59,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dj-herz.png,,566,MKE,SP,,,,,,,,,,,-2,,"Herz,D",herzdj01,1p50,,,,,,,,,,,,,,,,,,,,,,,,
12759,DJ LeMahieu,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dj-lemahieu.png,,568,MKEMiL,3B,1B,,,,,,,,,,-2,,"Lemahieu,D",lemahdj01,5p30,,,,,,,,,,,,,,,,,,,,,,,,
12760,DJ Stewart,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dj-stewart.png,,547,FA,RF,LF,1B,,,,,,,,,-2,,"Stewart,D",stewadj01,1p40,,,,,,,,,,,,,,,,,,,,,,,,
12761,DL Hall,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dl-hall.png,,586,NSHMiL,SP,RP,,,,,,,,,,-2,,"Hall,D",halldl01,6p30,,,,,,,,,,,,,,,,,,,,,,,,
12762,Dominic Canzone,0.19,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dominic-canzone.png,,553,DENMiL,RF,LF,,,,,,,,,,-2,,"Canzone,D",canzodo01,4p30,,,,,,,,,,,,,,,,,,,,,,,,
12763,Dominic Fletcher,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dominic-fletcher.png,,547,FA,RF,CF,LF,,,,,,,,,-2,,"Fletcher,Dominic",fletcdo01,3p40,,,,,,,,,,,,,,,,,,,,,,,,
12764,Dominic Smith,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dominic-smith.png,,547,FA,1B,,,,,,,,,,,-2,,"Smith,D",smithdo02,1p50,,,,,,,,,,,,,,,,,,,,,,,,
12765,Donovan Solano,0.94,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/donovan-solano.png,,549,WVIL,3B,1B,2B,,,,,,,,w06g4,-2,,"Solano,D",solando01,1p50,,,,,,,,,,,,,,,,,,,,,,,,
12766,Drew Millas,1.12,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/drew-millas.png,,557,MYT,C,,,,,,,,,,,-2,,"Millas,D",milladr01,2p20,,,,,,,,,,,,,,,,,,,,,,,,
12767,Drew Rasmussen,1.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/drew-rasmussen.png,,560,DAL,SP,RP,CP,,,,,,,,,-2,,"Rasmussen,D",rasmudr01,5p30,,,,,,,,,,,,,,,,,,,,,,,,
12768,Drew Smyly,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/drew-smyly.png,,547,FA,RP,,,,,,,,,,,-2,,"Smyly,D",smylydr01,3p40,,,,,,,,,,,,,,,,,,,,,,,,
12769,Drew Thorpe,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/drew-thorpe.png,,572,BSG,SP,,,,,,,,,,,-2,,"Thorpe,D",thorpdr01,6p30,,,,,,,,,,,,,,,,,,,,,,,,
12770,Dylan Carlson,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dylan-carlson.png,,547,FA,LF,RF,CF,,,,,,,,,-2,,"Carlson,D",carlsdy01,3p50,,,,,,,,,,,,,,,,,,,,,,,,
12771,Dylan Cease,2.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dylan-cease.png,,572,BSG,SP,,,,,,,,,,,-2,,"Cease,D",ceasedy01,0p72,,,,,,,,,,,,,,,,,,,,,,,,
12772,Dylan Crews,1.32,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dylan-crews.png,,547,FA,RF,CF,,,,,,,,,,-2,,"Crews,D",crewsdy01,1p20,,,,,,,,,,,,,,,,,,,,,,,,
12773,Dylan Floro,0.56,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dylan-floro.png,,569,POR,RP,,,,,,,,,,,-2,,"Floro,D",florody01,1p60,,,,,,,,,,,,,,,,,,,,,,,,
12774,Dylan Lee,0.94,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dylan-lee.png,,547,FA,RP,,,,,,,,,,,-2,,"Lee,D",leedy01,1p40,,,,,,,,,,,,,,,,,,,,,,,,
12775,Dylan Moore,0.87,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/dylan-moore.png,,547,FA,SS,2B,3B,LF,1B,,,,,,,-2,,"Moore,D",mooredy01,1p60,,,,,,,,,,,,,,,,,,,,,,,,
12776,Eddie Rosario,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/eddie-rosario.png,,547,FA,LF,RF,CF,,,,,,,,,-2,,"Rosario,E",rosared01,1p40,,,,,,,,,,,,,,,,,,,,,,,,
12777,Edmundo Sosa,1.46,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/edmundo-sosa.png,,593,CLS,SS,2B,3B,,,,,,,,,-2,https://i.postimg.cc/Zq0rZdgP/Sosa-FC.png,"Sosa,E",sosaed01,1p40,,,,,,,,,,,,,,,,,,,,,,,,
12778,Edouard Julien,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/edouard-julien.png,,547,FA,2B,1B,,,,,,,,,,-2,,"Julien,E",julieed01,1p50,,,,,,,,,,,,,,,,,,,,,,,,
12779,Eduard Bazardo,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/eduard-bazardo.png,,581,MDW,RP,,,,,,,,,,,-2,,"Bazardo,E",bazared01,5p20,,,,,,,,,,,,,,,,,,,,,,,,
12780,Eduardo Rodriguez,0.18,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/eduardo-rodriguez.png,,547,FA,SP,,,,,,,,,,,-2,,"Rodriguez,E",rodried05,6p30,,,,,,,,,,,,,,,,,,,,,,,,
12781,Eduardo Salazar,0.74,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/eduardo-salazar.png,,547,FA,RP,,,,,,,,,,,-2,,"Salazar,E",salazed01,1p20,,,,,,,,,,,,,,,,,,,,,,,,
12782,Edward Cabrera,0.54,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/edward-cabrera.png,,571,PORMiL,SP,,,,,,,,,,,-2,,"Cabrera,E",cabreed02,3p50,,,,,,,,,,,,,,,,,,,,,,,,
12783,Edward Olivares,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/edward-olivares.png,,547,FA,RF,LF,,,,,,,,,,-2,,"Olivares,E",olivaed02,1p30,,,,,,,,,,,,,,,,,,,,,,,,
12784,Edwin Diaz,0.45,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/edwin-diaz.png,,572,BSG,RP,CP,,,,,,,,,,-2,,"Diaz,E",diazed04,2p50,,,,,,,,,,,,,,,,,,,,,,,,
12785,Edwin Uceta,3.28,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/edwin-uceta.png,,563,GME,RP,CP,,,,,,,,,,-2,,"Uceta,E",ucetaed01,1p30,,,,,,,,,,,,,,,,,,,,,,,,
12786,Elehuris Montero,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/elehuris-montero.png,,547,FA,1B,,,,,,,,,,,-2,,"Montero,E",monteel01,1p30,,,,,,,,,,,,,,,,,,,,,,,,
12787,Eli Morgan,1.89,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/eli-morgan.png,,590,CYP,RP,,,,,,,,,,,-2,,"Morgan,E",morgael01,5p30,,,,,,,,,,,,,,,,,,,,,,,,
12788,Elias Diaz,1.07,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/elias-diaz.png,,581,MDW,C,,,,,,,,,,,-2,,"Diaz,Elias",diazel01,3p50,,,,,,,,,,,,,,,,,,,,,,,,
12789,Elly De La Cruz,2.17,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/elly-de-la-cruz.png,,560,DAL,SS,,,,,,,,,,,-2,,"De La Cruz,E",delacel01,1p70,,,,,,,,,,,,,,,,,,,,,,,,
12790,Eloy Jimenez,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/eloy-jimenez.png,,547,FA,RF,,,,,,,,,,,-2,,"Jimenez,E",jimenel02,3p50,,,,,,,,,,,,,,,,,,,,,,,,
12791,Elvis Peguero,0.37,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/elvis-peguero.png,,547,FA,RP,CP,,,,,,,,,,-2,,"Peguero,E",pegueel01,1p40,,,,,,,,,,,,,,,,,,,,,,,,
12792,Emerson Hancock,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/emerson-hancock.png,,547,FA,SP,,,,,,,,,,,-2,,"Hancock,E",hancoem01,1p30,,,,,,,,,,,,,,,,,,,,,,,,
12793,Emilio Pagan,0.31,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/emilio-pagan.png,,547,FA,RP,CP,,,,,,,,,,-2,,"Pagan,E",paganem01,5p30,,,,,,,,,,,,,,,,,,,,,,,,
12794,Emmanuel Clase,2.84,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/emmanuel-clase.png,,581,MDW,RP,CP,,,,,,,,,,-2,,"Clase,E",claseem01,0p72,,,,,,,,,,,,,,,,,,,,,,,,
12795,Emmanuel Ramirez,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/emmanuel-ramirez.png,,547,FA,RP,,,,,,,,,,,-2,,"Ramirez,Em",ramirem01,1p20,,,,,,,,,,,,,,,,,,,,,,,,
12796,Emmanuel Rivera,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/emmanuel-rivera.png,,547,FA,3B,1B,,,,,,,,,,-2,,"Rivera,E",riverem01,1p60,,,,,,,,,,,,,,,,,,,,,,,,
12797,Enmanuel Valdez,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/enmanuel-valdez.png,,547,FA,2B,3B,LF,,,,,,,,,-2,,"Valdez,E",valdeen01,1p40,,,,,,,,,,,,,,,,,,,,,,,,
12798,Enoli Paredes,2.33,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/enoli-paredes.png,,557,MYT,RP,CP,,,,,,,,,,-2,,"Paredes,E",pareden01,5p20,,,,,,,,,,,,,,,,,,,,,,,,
12799,Enrique Hernandez,0.96,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/enrique-hernandez.png,,547,FA,3B,1B,LF,SS,2B,CF,,,,,,-2,,"Hernandez,E",hernaen02,1p60,,,,,,,,,,,,,,,,,,,,,,,,
12800,Enyel De Los Santos,0.05,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/enyel-de-los-santos.png,,547,FA,RP,CP,,,,,,,,,,-2,,"De Los Santos,E",delosen01,1p50,,,,,,,,,,,,,,,,,,,,,,,,
12801,Erasmo Ramirez,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/erasmo-ramirez.png,,587,CHC,RP,CP,,,,,,,,,,-2,,"Ramirez,Er",ramirer02,1p20,,,,,,,,,,,,,,,,,,,,,,,,
12802,Eric Haase,1.68,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/eric-haase.png,,547,FA,C,,,,,,,,,,,-2,,"Haase,E",haaseer01,2p20,,,,,,,,,,,,,,,,,,,,,,,,
12803,Eric Wagaman,0.94,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/eric-wagaman.png,,547,FA,3B,LF,,,,,,,,,,-2,,"Wagaman,E",wagamer01,1p20,,,,,,,,,,,,,,,,,,,,,,,,
12804,Erick Fedde,2.84,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/erick-fedde.png,,593,CLS,SP,,,,,,,,,,,-2,https://i.postimg.cc/HkkM4Mps/Fedde-FC.png,"Fedde,E",feddeer01,1p70,,,,,,,,,,,,,,,,,,,,,,,,
12805,Erik Miller,0.29,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/erik-miller.png,,572,BSG,SP,RP,,,,,,,,,,-2,,"Miller,E",milleer01,0p72,,,,,,,,,,,,,,,,,,,,,,,,
12806,Erik Swanson,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/erik-swanson.png,,547,FA,RP,,,,,,,,,,,-2,,"Swanson,E",swanser01,2p40,,,,,,,,,,,,,,,,,,,,,,,,
12807,Ernie Clement,1.31,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/ernie-clement.png,,563,GME,3B,SS,2B,LF,,,,,,,,-2,,"Clement,E",clemeer01,1p65,,,,,,,,,,,,,,,,,,,,,,,,
12808,Esteury Ruiz,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/esteury-ruiz.png,,551,DEN,LF,CF,,,,,,,,,,-2,,"Ruiz,E",ruizes01,6p20,,,,,,,,,,,,,,,,,,,,,,,,
12809,Estevan Florial,0.16,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/estevan-florial.png,,547,FA,LF,RF,CF,,,,,,,,,-2,,"Florial,E",flories01,1p20,,,,,,,,,,,,,,,,,,,,,,,,
12810,Ethan Roberts,0.32,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/ethan-roberts.png,,547,FA,RP,,,,,,,,,,,-2,,"Roberts,E",roberet01,1p20,,,,,,,,,,,,,,,,,,,,,,,,
12811,Eugenio Suarez,1.4,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/eugenio-suarez.png,,587,CHC,3B,,,,,,,,,,,-2,,"Suarez,E",suareeu01,1p70,,,,,,,,,,,,,,,,,,,,,,,,
12812,Evan Carter,1.07,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/evan-carter.png,,582,MDWIL,LF,RF,CF,,,,,,,,w07g1,-2,,"Carter,E",carteev01,5p20,,,,,,,,,,,,,,,,,,,,,,,,
12813,Evan Phillips,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/evan-phillips.png,,569,POR,RP,CP,,,,,,,,,,-2,,"Phillips,E",phillev01,1p50,,,,,,,,,,,,,,,,,,,,,,,,
12814,Ezequiel Duran,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/ezequiel-duran.png,,578,CAN,3B,LF,1B,SS,2B,RF,,,,,,-2,,"Duran,E",duranez01,1p50,,,,,,,,,,,,,,,,,,,,,,,,
12815,Ezequiel Tovar,1.59,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/ezequiel-tovar.png,,551,DEN,SS,,,,,,,,,,,-2,,"Tovar,E",tovarez01,1p70,,,,,,,,,,,,,,,,,,,,,,,,
12816,Fernando Cruz,0.22,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/fernando-cruz.png,,560,DAL,SP,RP,,,,,,,,,,-2,,"Cruz,F",cruzfe01,1p60,,,,,,,,,,,,,,,,,,,,,,,,
12817,Fernando Tatis Jr,1.72,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/fernando-tatis-jr.png,,578,CAN,RF,,,,,,,,,,,-2,,"Tatis Jr,F",tatisfe02,4p50,,,,,,,,,,,,,,,,,,,,,,,,
12818,Framber Valdez,2.3,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/framber-valdez.png,,569,POR,SP,,,,,,,,,,,-2,,"Valdez,F",valdefr01,1p70,,,,,,,,,,,,,,,,,,,,,,,,
12819,Francisco Alvarez,0.68,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/francisco-alvarez.png,,590,CYP,C,,,,,,,,,,,-2,,"Alvarez,F",alvarfr01,5p50,,,,,,,,,,,,,,,,,,,,,,,,
12820,Francisco Lindor,2.9,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/francisco-lindor.png,,566,MKE,SS,,,,,,,,,,,-2,,"Lindor,F",lindofr01,1p70,,,,,,,,,,,,,,,,,,,,,,,,
12821,Frankie Montas,0.18,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/frankie-montas.png,,547,FA,SP,,,,,,,,,,,-2,,"Montas,F",montafr02,1p70,,,,,,,,,,,,,,,,,,,,,,,,
12822,Fraser Ellard,0.4,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/fraser-ellard.png,,572,BSG,RP,CP,,,,,,,,,,-2,,"Ellard,F",ellarfr01,1p20,,,,,,,,,,,,,,,,,,,,,,,,
12823,Freddie Freeman,2.14,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/freddie-freeman.png,,569,POR,1B,,,,,,,,,,,-2,,"Freeman,F",freemfr01,1p65,,,,,,,,,,,,,,,,,,,,,,,,
12824,Freddy Fermin,2.36,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/freddy-fermin.png,,557,MYT,C,,,,,,,,,,,-2,,"Fermin,F",fermifr01,2p50,,,,,,,,,,,,,,,,,,,,,,,,
12825,Freddy Peralta,1.12,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/freddy-peralta.png,,578,CAN,SP,,,,,,,,,,,-2,,"Peralta,F",peralfr01,0p72,,,,,,,,,,,,,,,,,,,,,,,,
12826,Gabe Speier,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/gabe-speier.png,,547,FA,RP,,,,,,,,,,,-2,,"Speier,G",speiega01,5p20,,,,,,,,,,,,,,,,,,,,,,,,
12827,Gabriel Arias,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/gabriel-arias.png,,589,CHCMiL,3B,SS,2B,1B,LF,CF,RF,,,,,-2,,"Arias,G",ariasga01,1p30,,,,,,,,,,,,,,,,,,,,,,,,
12828,Gabriel Moreno,2.15,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/gabriel-moreno.png,,587,CHC,C,,,,,,,,,,,-2,,"Moreno,G",morenga01,5p50,,,,,,,,,,,,,,,,,,,,,,,,
12829,Garrett Cleavinger,0.64,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/garrett-cleavinger.png,,582,MDWIL,RP,CP,,,,,,,,,w08g1,-2,,"Cleavinger,G",cleavga01,1p50,,,,,,,,,,,,,,,,,,,,,,,,
12830,Garrett Cooper,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/garrett-cooper.png,,547,FA,1B,LF,,,,,,,,,,-2,,"Cooper,G",coopega03,1p20,,,,,,,,,,,,,,,,,,,,,,,,
12831,Garrett Crochet,2.02,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/garrett-crochet.png,,557,MYT,SP,,,,,,,,,,,-2,,"Crochet,G",crochga01,0p72,,,,,,,,,,,,,,,,,,,,,,,,
12832,Garrett Hampson,0.5,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/garrett-hampson.png,,547,FA,CF,2B,LF,RF,1B,3B,SS,,,,,-2,,"Hampson,G",hampsga01,1p50,,,,,,,,,,,,,,,,,,,,,,,,
12833,Garrett Mitchell,2.59,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/garrett-mitchell.png,,577,WAIMiL,CF,RF,,,,,,,,,,-2,,"Mitchell,G",mitchga01,5p40,,,,,,,,,,,,,,,,,,,,,,,,
12834,Garrett Stubbs,0.37,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/garrett-stubbs.png,,547,FA,C,,,,,,,,,,,-2,,"Stubbs,G",stubbga01,2p30,,,,,,,,,,,,,,,,,,,,,,,,
12835,Gary Sanchez,0.21,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/gary-sanchez.png,,560,DAL,C,1B,,,,,,,,,,-2,,"Sanchez,G",sanchga02,3p40,,,,,,,,,,,,,,,,,,,,,,,,
12836,Gavin Lux,0.75,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/gavin-lux.png,,592,CYPMiL,2B,SS,,,,,,,,,,-2,,"Lux,G",luxga01,1p65,,,,,,,,,,,,,,,,,,,,,,,,
12837,Gavin Sheets,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/gavin-sheets.png,,547,FA,RF,1B,,,,,,,,,,-2,,"Sheets,G",sheetga01,1p65,,,,,,,,,,,,,,,,,,,,,,,,
12838,Gavin Stone,0.96,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/gavin-stone.png,,584,NSH,SP,,,,,,,,,,,-2,,"Stone,G",stonega01,1p70,,,,,,,,,,,,,,,,,,,,,,,,
12839,Gavin Williams,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/gavin-williams.png,,547,FA,SP,,,,,,,,,,,-2,,"Williams,G",williga01,4p40,,,,,,,,,,,,,,,,,,,,,,,,
12840,Genesis Cabrera,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/genesis-cabrera.png,,547,FA,RP,CP,,,,,,,,,,-2,,"Cabrera,G",cabrege01,1p50,,,,,,,,,,,,,,,,,,,,,,,,
12841,George Kirby,0.9,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/george-kirby.png,,560,DAL,SP,,,,,,,,,,,-2,,"Kirby,G",kirbyge01,0p72,,,,,,,,,,,,,,,,,,,,,,,,
12842,George Soriano,0.0,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/george-soriano.png,,547,FA,RP,CP,,,,,,,,,,-2,,"Soriano,G",soriage01,1p20,,,,,,,,,,,,,,,,,,,,,,,,
12843,George Springer,0.31,https://sba-cards-2024.s3.us-east-1.amazonaws.com/2024-cards/george-springer.png,,560,DAL,RF,CF,,,,,,,,,,-2,,"Springer,G",springe01,1p65,,,,,,,,,,,,,,,,,,,,,,,,
