player_id,Name,sWAR,team,hand,IP,SO vlhp,SO v rhp,SO vl+,SO vr+,Pts,Pts.1,BB vlhp,BB v rhp,BB vl+,BB vr+,Pts.2,Pts.3,HIT v lhp,HIT v rhp,Hit vl+,Hit vr+,Pts.4,Pts.5,OB v lhp,OB v rhp,OBP vl+,OBP vr+,Pts.6,Pts.7,TB v lhp,TB v rhp,TB vl+,TB vr+,Pts.8,Pts.9,123B v lhp,123b v rhp,123B vl+,123B vr+,Pts.10,Pts.11,123TB v l,123TB v rhp,123TB vl+,123TB vr+,Pts.12,Pts.13,HR v lhp,HR v rhp,HR vl+,HR vr+,Pts.14,Pts.15,BP v lhp,BP v rhp,BPHR vL,BPHR vR,BPHR vl+,BPHR vr+,Pts.16,Pts.17,BP1B v lhp,BP1b v rhp,BP1B vL+,BP1B vR+,Pts.18,Pts.19,DP vlhp,DP v rhp,DP vl+,DP vr+,Pts.20,Pts.21,HO,Hold,ENDURANCE,cleanEndur,split1,split2,split3,SP,RP,CP,FIELD,Range,Error,BK,WP,BAT-B,STL,SPD,Bunt,Injury,Raw vL,Raw vR,Raw Pts,vL,vR,Total,Injury Roll,Injury Length,1,2,3
13317,Robert Garcia,0.0,,L,60,35,43,1,2,3,6,9,2,0,3,0,3,12.7,18.2,0,0,0,0,21.7,20.1,1,1,5,5,17.1,22.0,1,1,2,2,12.7,17.2,0,-1,0,-1,17.1,18.0,0,0,0,0,0.0,1.0,2,1,10,5,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,2,2,-2,-2,-4,-4,-1,-1,R(1),R(1),R(1),,,,1.0,,5-24,5,24,0,15,1WR-C,E,10,C,0p72,22,20,42,22,20,29.66666667,5,4,RP,,
13306,Reynaldo Lopez,3.38,,R,136,33,37,1,1,3,3,15,0,-2,3,-2,3,14.0,10.4,0,1,0,2,29.1,10.4,0,2,0,10,20.5,18.0,1,1,2,2,12.8,10.4,0,1,0,1,15.7,18.0,0,0,0,0,1.2,0.0,1,2,5,10,1.0,0.0,1,0,2,2,4,4,5,5,0,0,0,0,8,12,2,3,4,6,5,5,S(6),S(6),S(6),,,6.0,,,5-0,5,0,2,3,1WR-C,E,10,C,1p60,16,41,57,16,41,29.33333333,4,1,SP,,
13142,Luke Little,0.55,,L,26,41,27,2,0,6,0,19,34,-3,-3,-3,-3,5.1,4.1,2,2,4,4,24.1,38.1,0,-2,0,-10,10.1,6.9,2,2,4,4,5.1,4.1,1,2,1,2,10.1,6.9,1,2,2,4,0.0,0.0,2,2,10,10,,,0,0,3,2,6,4,0,0,1,1,1,1,11,11,3,3,6,6,2,2,R(1),R(1),R(1),,,,1.0,,2-0,2,0,0,20,1WL-C,E,10,C,5p30,37,22,59,37,22,29.0,0,2,RP,,
12627,Bryan King,1.09,,L,26,46,32,2,1,6,3,11,13,-1,-2,-1,-2,13.8,9.1,0,1,0,2,24.8,22.1,0,1,0,5,17.2,17.0,1,1,2,2,13.8,9.1,0,1,0,1,17.2,17.0,0,0,0,0,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,1,9,-2,3,-4,6,-1,-1,R(1),R(1),R(1),,,,1.0,,2-0,2,0,0,0,1WR-C,E,10,C,1p30,19,31,50,19,31,29.0,4,2,RP,,
13483,Will Vest,1.02,,R,70,18,28,-1,0,-3,0,14,0,-2,3,-2,3,7.7,19.9,1,-1,2,-2,21.7,19.9,1,1,5,5,7.7,27.4,2,0,4,0,7.7,19.9,1,-1,1,-1,7.7,27.4,1,-1,2,-2,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,7,7,2,2,4,4,-1,-1,R(1) C(1),R(1) C(1),R(1),C(1),,,1.0,1.0,2-0,2,0,0,13,1WR-C,E,10,C,1p60,29,21,50,29,21,28.66666667,4,1,RP,CP,
13323,Ronel Blanco,2.42,,R,167,27,30,0,0,0,0,13,14,-1,-2,-1,-2,4.1,5.3,2,2,4,4,17.1,19.4,1,1,5,5,13.6,13.5,1,2,2,4,1.5,4.1,2,2,2,2,3.2,8.7,2,2,4,4,2.6,1.2,-1,1,-5,5,,,4,1,-1,2,-2,4,0,0,1,1,1,1,9,9,3,3,6,6,-4,-4,S(6),S(6),S(6),,,6.0,,,1-26,1,26,0,3,1WR-C,E,10,C,1p70,16,33,49,16,33,28.66666667,4,3,SP,,
13263,Orion Kerkering,1.22,,R,63,41,36,2,1,6,3,13,2,-1,3,-1,3,16.4,12.7,0,1,0,2,29.4,14.7,0,2,0,10,19.8,20.5,1,1,2,2,16.4,12.7,-1,0,-1,0,19.8,20.5,0,0,0,0,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,2,7,-2,2,-4,4,3,3,S(1) R(1),S(1) R(1),S(1),R(1),,1.0,1.0,,5-0,5,0,0,3,1WR-C,E,10,C,1p50,18,38,56,18,38,28.66666667,4,0,SP,RP,
12878,Hunter Greene,3.77,,R,150,47,28,2,0,6,0,15,13,-2,-2,-2,-2,4.8,6.3,2,2,4,4,19.8,19.3,1,1,5,5,12.0,13.1,2,2,4,4,3.6,5.3,2,2,2,2,7.2,9.1,2,1,4,2,1.2,1.0,1,1,5,5,,,0,0,3,2,6,4,0,0,1,1,1,1,0,0,-3,-3,-6,-6,1,1,S(6),S(6),S(6),,,6.0,,,3-0,3,0,2,10,1WR-C,E,10,C,1p65,29,19,48,29,19,28.33333333,4,2,SP,,
13121,Logan Webb,1.63,,R,205,25,15,0,-2,0,-6,7,0,1,3,1,3,20.5,20.5,-1,-1,-2,-2,27.4,20.5,0,1,0,5,29.1,23.4,0,1,0,2,20.5,20.5,-1,-1,-1,-1,29.1,23.4,-1,0,-2,0,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,12,12,3,3,6,6,2,2,S(6*),S(6),S(6),,,6.0,,,3-14,3,14,2,4,1WR-C,E,10,C,0p72,18,21,39,18,21,28.0,5,4,SP,,
13437,Trevor Williams,2.93,,R,67,25,24,0,0,0,0,8,5,0,2,0,2,13.1,9.3,0,1,0,2,21.1,14.3,1,2,5,10,21.6,9.3,1,2,2,4,13.1,9.3,0,1,0,1,21.6,9.3,0,1,0,2,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,5,5,0,0,0,0,-6,-6,S(5),S(5),S(5),,,5.0,,,2-0,2,0,7,0,1WR-C,E,10,C,5p40,23,35,58,23,35,28.0,0,1,SP,,
13353,Sam Moll,1.02,,L,38,44,22,2,-1,6,-3,3,14,2,-2,2,-2,3.0,12.4,2,1,4,2,6.0,26.4,2,0,10,0,6.0,23.7,2,1,4,2,2.0,10.8,2,1,2,1,2.0,17.3,2,0,4,0,1.0,1.6,1,1,5,5,,0.0,0,0,3,2,6,4,0,5,1,0,1,0,7,7,2,2,4,4,3,3,R(1),R(1),R(1),,,,1.0,,4-0,4,0,0,0,1WL-C,E,10,C,4p30,48,13,61,48,13,27.66666667,1,2,RP,,
12527,Alex Vesia,1.16,,L,66,47,50,2,3,6,9,14,19,-2,-3,-2,-3,2.5,1.6,2,2,4,4,16.5,20.6,1,1,5,5,9.7,6.4,2,2,4,4,0.1,0.0,2,3,2,3,0.1,0.0,2,3,4,6,2.4,1.6,0,1,0,5,,,3,1,0,2,0,4,0,0,1,1,1,1,0,0,-3,-3,-6,-6,0,0,R(1) C(2),R(1) C(2),R(1),C(2),,,1.0,2.0,3-22,3,22,0,6,1WL-C,E,10,C,1p60,18,32,50,18,32,27.66666667,4,1,RP,CP,
12967,Joe Mantiply,0.48,,L,60,27,20,0,-1,0,-3,0,4,3,2,3,2,12.1,19.5,1,-1,2,-2,12.1,23.5,2,0,10,0,25.2,35.3,0,-1,0,-2,12.1,19.5,0,-1,0,-1,25.2,35.3,-1,-2,-2,-4,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,12,12,3,3,6,6,4,4,S(1) R(1) C(0),S(1) R(1) C(0),S(1),R(1),C(0),1.0,1.0,0.0,4-24,4,24,5,11,1WR-C,E,10,C,0p72,35,10,45,35,10,27.33333333,5,4,SP,RP,CP
12512,AJ Puk,1.41,,L,71,51,36,3,1,9,3,2,15,2,-3,2,-3,7.4,10.8,1,1,2,2,9.4,25.8,2,0,10,0,14.3,22.7,1,1,2,2,7.4,10.2,1,1,1,1,14.3,20.3,1,0,2,0,0.0,0.6,2,2,10,10,,,0,1,3,2,6,4,0,0,1,1,1,1,0,0,-3,-3,-6,-6,0,0,S(4) R(3) C(2),S(4) R(3) C(2),S(4),R(3),C(2),4.0,3.0,2.0,3-0,3,0,5,6,1WL-C,E,10,C,1p40,39,14,53,39,14,27.33333333,4,1,SP,RP,CP
13057,Justin Slaten,1.17,,R,55,43,24,2,0,6,0,0,0,3,3,3,3,7.8,19.4,1,-1,2,-2,7.8,19.4,2,1,10,5,12.5,23.6,2,1,4,2,7.6,19.0,1,-1,1,-1,11.7,22.0,1,0,2,0,0.2,0.4,2,2,10,10,,0.0,1,0,2,2,4,4,0,5,1,0,1,0,2,2,-2,-2,-4,-4,-2,-2,R(2) C(1),R(2) C(1),R(2),C(1),,,2.0,1.0,2-0,2,0,0,17,1WR-C,E,10,C,4p30,39,17,56,39,17,27.33333333,1,2,RP,CP,
13243,Nick Martinez,2.11,,R,142,22,17,-1,-1,-3,-3,0,0,3,3,3,3,17.5,14.1,0,0,0,0,17.5,14.1,1,2,5,10,29.2,28.1,0,0,0,0,15.9,12.9,-1,0,-1,0,22.8,23.3,0,0,0,0,1.6,1.2,1,1,5,5,0.0,1.0,0,1,3,2,6,4,5,5,0,0,0,0,7,7,2,2,4,4,0,0,S(5) R(3),S(5) R(3),S(5),R(3),,5.0,3.0,,4-30,4,30,0,6,1WL-C,E,10,C,1p70,19,23,42,19,23,27.33333333,4,3,SP,RP,
13425,Tony Santillan,1.12,,R,30,58,54,3,3,9,9,0,13,3,-2,3,-2,4.2,6.1,2,2,4,4,4.2,19.1,3,1,15,5,7.2,18.2,2,1,4,2,3.2,2.5,2,2,2,2,3.2,3.8,2,2,4,4,1.0,3.6,1,-2,5,-10,0.0,,0,3,3,0,6,0,5,0,0,1,0,1,0,0,-3,-3,-6,-6,-2,-2,R(1),R(1),R(1),,,,1.0,,3-51,3,51,0,7,1WR-C,E,10,C,1p30,46,9,55,46,9,27.33333333,4,2,RP,,
13364,Sean Reid-Foley,0.44,,R,22,42,32,2,1,6,3,26,25,-3,-3,-3,-3,2.0,3.2,2,2,4,4,28.0,28.2,0,0,0,0,3.2,3.2,2,2,4,4,2.0,3.2,2,2,2,2,3.2,3.2,2,2,4,4,0.0,0.0,2,2,10,10,,0.0,0,0,3,2,6,4,0,5,1,0,1,0,0,0,-3,-3,-6,-6,5,5,R(1),R(1),R(1),,,,1.0,,5-0,5,0,0,10,1WR-C,E,10,C,5p20,28,22,50,28,22,27.0,0,3,RP,,
12771,Dylan Cease,2.0,,R,189,32,46,1,2,3,6,9,10,0,-1,0,-1,10.4,7.0,1,2,2,4,19.5,17.0,1,1,5,5,23.0,13.1,0,2,0,4,8.6,6.2,1,1,1,1,15.8,9.9,0,1,0,2,1.8,0.8,0,1,0,5,2.0,0.0,2,0,1,2,2,4,5,5,0,0,0,0,5,3,0,-1,0,-2,-3,-3,S(6),S(6),S(6),,,6.0,,,3-0,3,0,0,15,1WR-C,E,10,C,0p72,13,28,41,13,28,27.0,5,4,SP,,
13145,Luke Weaver,1.63,,R,84,48,40,2,2,6,6,12,6,-1,1,-1,1,3.1,7.1,2,2,4,4,15.1,13.1,2,2,10,10,9.9,22.2,2,1,4,2,2.5,3.7,2,2,2,2,7.5,8.6,1,2,2,4,0.6,3.4,2,-1,10,-5,,,0,5,3,-2,6,-4,0,0,1,1,1,1,0,0,-3,-3,-6,-6,-5,-5,R(2) C(3),R(2) C(3),R(2),C(3),,,2.0,3.0,2-35,2,35,0,2,1WR-C,E,12,C,1p50,38,15,53,38,15,26.66666667,4,0,RP,CP,
12744,David Robertson,1.13,,R,72,56,43,3,2,9,6,7,10,1,-1,1,-1,3.3,17.0,2,0,4,0,10.3,27.0,2,0,10,0,6.3,19.3,2,1,4,2,2.3,17.0,2,-1,2,-1,2.3,19.3,2,0,4,0,1.0,0.0,1,2,5,10,1.0,0.0,1,0,2,2,4,4,5,5,0,0,0,0,0,0,-3,-3,-6,-6,-5,-5,R(1) C(1),R(1) C(1),R(1),C(1),,,1.0,1.0,2-0,2,0,5,20,1WR-C,E,10,C,1p60,37,14,51,37,14,26.66666667,4,1,RP,CP,
12754,Derek Law,1.52,,R,90,36,12,1,-2,3,-6,10,4,0,2,0,2,6.3,23.6,2,-1,4,-2,16.3,27.6,1,0,5,0,6.4,30.2,2,0,4,0,6.3,22.8,1,-2,1,-2,6.4,27.0,2,-1,4,-2,0.0,0.8,2,1,10,5,0.0,1.0,0,1,3,2,6,4,5,5,0,0,0,0,11,12,3,3,6,6,0,0,R(2) C(0),R(2) C(0),R(2),C(0),,,2.0,0.0,4-0,4,0,0,15,1WR-C,E,10,C,0p72,43,5,48,43,5,26.66666667,5,4,RP,CP,
13463,Tyson Miller,1.08,,R,62,26,26,0,0,0,0,0,3,3,2,3,2,11.4,5.4,1,2,2,4,11.4,8.4,2,2,10,10,24.4,11.9,0,2,0,4,8.4,4.0,1,2,1,2,12.4,6.3,1,2,2,4,3.0,1.4,-1,1,-5,5,6.0,,6,2,-3,1,-6,2,5,0,0,1,0,1,11,12,3,3,6,6,-2,-2,R(1) C(0),R(1) C(0),R(1),C(0),,,1.0,0.0,3-0,3,0,0,0,1WR-C,E,10,C,1p50,13,40,53,13,40,26.0,4,0,RP,CP,
12863,Hans Crouse,0.95,,R,25,33,56,1,3,3,9,40,14,-3,-2,-3,-2,0.0,4.9,3,2,6,4,40.0,18.9,-2,1,-10,5,0.0,15.0,3,1,6,2,0.0,2.3,3,2,3,2,0.0,4.6,3,2,6,4,0.0,2.6,2,-1,10,-5,,,0,3,3,0,6,0,0,0,1,1,1,1,5,0,0,-3,0,-6,6,6,R(1),R(1),R(1),,,,1.0,,4-51,4,51,0,8,1WL-C,E,10,C,1p20,28,14,42,28,14,25.66666667,4,3,RP,,
12752,Dennis Santana,0.9,,R,72,45,19,2,-1,6,-3,18,3,-3,2,-3,2,7.3,14.8,1,0,2,0,25.3,17.9,0,1,0,5,17.5,29.0,1,0,2,0,6.3,14.8,1,0,1,0,13.5,29.0,1,-1,2,-2,1.0,0.0,1,2,5,10,,0.0,0,0,3,2,6,4,0,5,1,0,1,0,5,8,0,2,0,4,0,0,R(2) C(2),R(2) C(2),R(2),C(2),,,2.0,2.0,4-0,4,0,10,2,1WR-C,E,10,C,1p40,22,20,42,22,20,25.66666667,4,1,RP,CP,
13304,Reese Olson,0.8,,R,112,28,18,0,-1,0,-3,11,2,-1,3,-1,3,16.6,12.9,0,1,0,2,27.7,14.9,0,2,0,10,24.2,20.6,0,1,0,2,16.0,12.9,-1,0,-1,0,21.8,20.6,0,0,0,0,0.6,0.0,2,2,10,10,1.0,0.0,1,0,2,2,4,4,5,5,0,0,0,0,8,8,2,2,4,4,1,1,S(5),S(5),S(5),,,5.0,,,5-13,5,13,0,7,1WR-C,E,10,C,2p60,16,32,48,16,32,25.33333333,3,1,SP,,
13387,Spencer Turnbull,1.66,,R,54,31,34,0,1,0,3,12,10,-1,-1,-1,-1,5.5,7.0,2,2,4,4,17.5,17.0,1,1,5,5,15.0,15.6,1,1,2,2,3.5,5.8,2,1,2,1,7.0,10.8,2,1,4,2,2.0,1.2,0,1,0,5,,2.0,2,2,1,1,2,2,0,5,1,0,1,0,6,6,1,1,2,2,3,3,S(5) R(3),S(5) R(3),S(5),R(3),,5.0,3.0,,4-0,4,0,0,8,1WR-C,E,10,C,4p30,21,25,46,21,25,25.33333333,1,2,SP,RP,
12559,Aroldis Chapman,0.31,,L,62,42,50,2,3,6,9,35,19,-3,-3,-3,-3,0.8,6.9,2,2,4,4,35.8,26.0,-1,0,-5,0,3.2,16.0,2,1,4,2,0.0,6.1,3,1,3,1,0.0,12.8,3,1,6,2,0.8,0.8,2,1,10,5,,,0,1,3,2,6,4,0,0,1,1,1,1,0,0,-3,-3,-6,-6,0,0,R(1) C(3),R(1) C(3),R(1),C(3),,,1.0,3.0,3-0,3,0,11,14,1WL-C,E,10,C,1p50,26,19,45,26,19,25.33333333,4,0,RP,CP,
12536,Andres Munoz,1.62,,R,59,49,49,2,2,6,6,21,7,-3,1,-3,1,2.8,0.4,2,2,4,4,23.9,7.4,0,2,0,10,11.4,1.6,2,2,4,4,0.0,0.0,3,3,3,3,0.2,0.0,2,3,4,6,2.8,0.4,-1,2,-5,10,,,5,0,-2,2,-4,4,0,0,1,1,1,1,0,10,-3,3,-6,6,1,1,R(1) C(5),R(1) C(5),R(1),C(5),,,1.0,5.0,4-24,4,24,6,12,1WR-C,E,10,C,1p50,4,55,59,4,55,25.0,4,0,RP,CP,
13328,Ryan Brasier,0.34,,R,28,10,44,-2,2,-6,6,0,5,3,2,3,2,16.0,9.3,0,1,0,2,16.0,14.3,1,2,5,10,31.8,27.0,0,0,0,0,15.6,6.1,0,1,0,1,30.2,14.2,-1,1,-2,2,0.4,3.2,2,-1,10,-5,0.0,,0,4,3,-1,6,-2,5,0,0,1,0,1,9,9,3,3,6,6,1,1,S(1) R(1),S(1) R(1),S(1),R(1),,1.0,1.0,,2-0,2,0,0,8,1WR-C,E,10,C,5p30,22,23,45,22,23,24.33333333,0,2,SP,RP,
13204,Michel Otanez,0.56,,R,34,52,42,3,2,9,6,25,19,-3,-3,-3,-3,0.1,11.5,2,1,4,2,25.1,30.5,0,-1,0,-5,0.1,15.8,2,1,4,2,0.1,11.5,2,0,2,0,0.1,15.8,2,1,4,2,0.0,0.0,2,2,10,10,,0.0,0,0,3,2,6,4,0,5,1,0,1,0,0,0,-3,-3,-6,-6,2,2,R(1) C(0),R(1) C(0),R(1),C(0),,,1.0,0.0,4-0,4,0,0,20,1WR-C,E,10,C,1p30,31,12,43,31,12,24.33333333,4,2,RP,CP,
12625,Bryan Hoeing,2.28,,R,54,26,15,0,-2,0,-6,5,5,2,2,2,2,5.1,18.4,2,0,4,0,10.1,23.4,2,0,10,0,5.1,25.8,2,0,4,0,5.1,17.4,1,-1,1,-1,5.1,21.8,2,0,4,0,0.0,1.0,2,1,10,5,0.0,1.0,0,1,3,2,6,4,5,5,0,0,0,0,10,10,3,3,6,6,2,2,S(4) R(3),S(4) R(3),S(4),R(3),,4.0,3.0,,2-27,2,27,0,20,1WR-C,E,10,C,5p30,47,10,57,47,10,24.33333333,0,2,SP,RP,
12622,Bryan Abreu,1.04,,R,78,34,53,1,3,3,9,15,10,-2,-1,-2,-1,13.8,3.2,0,2,0,4,28.8,13.1,0,2,0,10,25.1,9.4,0,2,0,4,12.0,1.8,0,2,0,2,17.9,3.8,0,2,0,4,1.8,1.4,0,1,0,5,3.0,2.0,3,2,0,1,0,2,5,5,0,0,0,0,6,4,1,-1,2,-2,3,3,R(1) C(0),R(1) C(0),R(1),C(0),,,1.0,0.0,5-0,5,0,4,11,1WR-C,E,10,C,0p72,3,37,40,3,37,23.33333333,5,4,RP,CP,
12874,Huascar Brazoban,0.42,,R,52,27,26,0,0,0,0,20,14,-3,-2,-3,-2,0.0,14.9,3,0,6,0,20.0,29.0,1,-1,5,-5,0.0,25.4,3,0,6,0,0.0,14.9,3,0,3,0,0.0,25.4,3,-1,6,-2,0.0,0.0,2,2,10,10,,0.0,0,0,3,2,6,4,0,5,1,0,1,0,6,5,1,0,2,0,0,0,R(2),R(2),R(2),,,,2.0,,3-28,3,28,0,17,1WR-C,E,10,C,1p30,42,5,47,42,5,23.33333333,4,2,RP,,
12639,Buck Farmer,1.72,,R,71,24,31,-1,0,-3,0,14,5,-2,2,-2,2,11.3,12.8,1,1,2,2,25.3,17.8,0,1,0,5,22.4,27.1,1,0,2,0,11.1,11.0,0,1,0,1,21.6,19.9,0,0,0,0,0.2,1.8,2,0,10,0,,,0,2,3,1,6,2,0,0,1,1,1,1,8,8,2,2,4,4,7,7,R(2) C(0),R(2) C(0),R(2),C(0),,,2.0,0.0,4-0,4,0,0,2,1WL-C,E,10,C,1p40,20,17,37,20,17,23.0,4,1,RP,CP,
13194,Michael Kopech,0.92,,R,68,56,36,3,1,9,3,16,18,-2,-3,-2,-3,2.0,5.2,2,2,4,4,18.0,23.2,1,0,5,0,8.0,14.2,2,2,4,4,0.0,2.2,3,2,3,2,0.0,2.2,3,2,6,4,2.0,3.0,0,-1,0,-5,,4.0,2,4,1,-1,2,-2,0,5,1,0,1,0,2,9,-2,3,-4,6,0,0,R(1) C(4),R(1) C(4),R(1),C(4),,,1.0,4.0,5-21,5,21,11,20,1WR-C,E,10,C,1p60,28,13,41,28,13,23.0,4,1,RP,CP,
12945,Jeff Hoffman,1.45,,R,66,53,45,3,2,9,6,0,8,3,0,3,0,15.2,4.3,0,2,0,4,15.2,12.3,2,2,10,10,36.8,4.3,-1,2,-2,4,12.6,4.3,0,2,0,2,26.4,4.3,-1,2,-2,4,2.6,0.0,-1,2,-5,10,3.0,0.0,3,0,0,2,0,4,5,5,0,0,0,0,0,2,-3,-2,-6,-4,0,0,R(1) C(3),R(1) C(3),R(1),C(3),,,1.0,3.0,4-0,4,0,0,18,1WR-C,E,12,C,1p60,7,40,47,7,40,23.0,4,1,RP,CP,
12717,Cristopher Sanchez,1.68,,L,182,19,20,-1,-1,-3,-3,1,4,3,2,3,2,21.4,22.4,-1,-1,-2,-2,22.4,26.4,1,0,5,0,26.0,28.1,0,0,0,0,21.4,22.4,-1,-2,-1,-2,26.0,28.1,-1,-1,-2,-2,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,9,9,3,3,6,6,1,1,S(6),S(6),S(6),,,6.0,,,3-40,3,40,2,8,1WL-C,E,10,C,1p70,22,13,35,22,13,23.0,4,3,SP,,
12804,Erick Fedde,2.84,,R,177,20,24,-1,0,-3,0,10,3,0,2,0,2,10.1,16.7,1,0,2,0,20.1,19.7,1,1,5,5,21.9,23.7,1,1,2,2,7.9,16.1,1,0,1,0,13.1,21.3,1,0,2,0,2.2,0.6,0,2,0,10,3.0,1.0,3,1,0,2,0,4,5,5,0,0,0,0,6,6,1,1,2,2,-2,-2,S(6),S(6),S(6),,,6.0,,,3-8,3,8,2,3,1WR-C,E,10,C,1p70,11,25,36,11,25,22.66666667,4,3,SP,,
13307,Rhett Lowder,4.65,,R,31,15,9,-2,-2,-6,-6,29,2,-3,3,-3,3,0.8,18.8,2,-1,4,-2,29.8,20.8,-1,1,-5,5,0.8,18.8,2,1,4,2,0.8,18.8,2,-1,2,-1,0.8,18.8,2,0,4,0,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,5,5,0,0,0,0,7,7,S(5),S(5),S(5),,,5.0,,,3-47,3,47,0,0,1WR-C,E,10,C,1p20,16,15,31,16,15,22.33333333,4,3,SP,,
13513,Zac Gallen,1.37,,R,148,31,29,0,0,0,0,8,12,0,-2,0,-2,12.2,17.6,1,0,2,0,20.2,29.6,1,-1,5,-5,24.4,26.3,0,0,0,0,11.4,17.0,0,-1,0,-1,21.2,23.9,0,-1,0,-2,0.8,0.6,2,2,10,10,2.0,1.0,2,1,1,2,2,4,5,5,0,0,0,0,9,9,3,3,6,6,4,4,S(5),S(5),S(5),,,5.0,,,4-0,4,0,0,7,1WR-C,E,10,C,1p70,25,10,35,25,10,22.0,4,3,SP,,
12798,Enoli Paredes,2.33,,R,22,17,14,-1,-2,-3,-6,11,22,-1,-3,-1,-3,9.9,2.4,1,2,2,4,20.9,24.4,1,0,5,0,19.8,3.8,1,2,2,4,9.9,2.4,1,2,1,2,19.8,3.8,0,2,0,4,0.0,0.0,2,2,10,10,,,0,0,3,2,6,4,0,0,1,1,1,1,3,3,-1,-1,-2,-2,4,4,R(2) C(0),R(2) C(0),R(2),C(0),,,2.0,0.0,3-0,3,0,0,20,1WR-C,E,10,C,5p20,21,18,39,21,18,22.0,0,3,RP,CP,
13173,Matt Strahm,1.91,,L,63,33,58,1,3,3,9,0,4,3,2,3,2,18.8,0.0,-1,3,-2,6,18.8,4.0,1,3,5,15,41.5,0.0,-1,3,-2,6,16.8,0.0,-1,3,-1,3,33.5,0.0,-2,3,-4,6,2.0,0.0,0,2,0,10,,,2,0,1,2,2,4,0,0,1,1,1,1,0,0,-3,-3,-6,-6,-2,-2,R(1) C(2),R(1) C(2),R(1),C(2),,,1.0,2.0,2-0,2,0,0,7,1WR-C,E,10,C,1p50,-1,56,55,-1,56,22.0,4,0,RP,CP,
13331,Ryan Fernandez,0.72,,R,67,30,31,0,0,0,0,13,12,-1,-2,-1,-2,12.3,17.4,1,0,2,0,25.3,29.4,0,-1,0,-5,17.0,23.5,1,1,2,2,12.3,17.4,0,-1,0,-1,17.0,23.5,0,-1,0,-2,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,9,9,3,3,6,6,7,7,R(1) C(1),R(1) C(1),R(1),C(1),,,1.0,1.0,3-0,3,0,0,0,1WR-C,E,10,C,1p60,25,12,37,25,12,21.33333333,4,1,RP,CP,
13318,Robert Suarez,1.55,,R,65,46,4,2,-3,6,-9,12,0,-1,3,-1,3,2.8,21.5,2,-1,4,-2,14.8,21.5,2,1,10,5,8.1,30.8,2,0,4,0,1.0,20.1,2,-1,2,-1,0.9,25.2,2,-1,4,-2,1.8,1.4,0,1,0,5,3.0,1.0,3,1,0,2,0,4,5,5,0,0,0,0,6,10,1,3,2,6,-5,-5,R(1) C(6),R(1) C(6),R(1),C(6),,,1.0,6.0,2-0,2,0,0,3,1WR-C,E,10,C,1p60,31,9,40,31,9,21.33333333,4,1,RP,CP,
13040,Josh Staumont,0.39,,R,24,29,5,0,-3,0,-9,14,27,-2,-3,-2,-3,14.4,1.4,0,2,0,4,28.5,28.4,0,0,0,0,15.4,1.4,1,3,2,6,14.4,1.4,0,2,0,2,15.4,1.4,0,2,0,4,0.0,0.0,2,2,10,10,0.0,,0,0,3,2,6,4,5,0,0,1,0,1,4,4,-1,-1,-2,-2,0,0,R(1),R(1),R(1),,,,1.0,,3-0,3,0,0,9,1WR-C,E,10,C,2p20,14,17,31,14,17,21.0,3,3,RP,,
12581,Blake Treinen,1.44,,R,47,60,26,3,0,9,0,0,12,3,-2,3,-2,13.2,4.2,0,2,0,4,13.2,16.2,2,2,10,10,30.8,10.3,0,2,0,4,10.8,3.0,0,2,0,2,21.2,5.5,0,2,0,4,2.4,1.2,0,1,0,5,,,4,0,-1,2,-2,4,0,0,1,1,1,1,0,0,-3,-3,-6,-6,3,3,R(1) C(0),R(1) C(0),R(1),C(0),,,1.0,0.0,3-31,3,31,0,4,1WR-C,E,10,C,4p40,15,26,41,15,26,20.66666667,1,1,RP,CP,
12657,Carmen Mlodzinski,0.76,,R,51,18,29,-1,0,-3,0,7,13,1,-2,1,-2,9.0,10.2,1,1,2,2,16.0,23.2,1,0,5,0,13.8,13.4,1,2,2,4,9.0,10.2,1,1,1,1,13.8,13.4,1,1,2,2,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,1,1,-2,-2,-4,-4,1,1,S(1) R(1),S(1) R(1),S(1),R(1),,1.0,1.0,,4-0,4,0,0,4,1WR-C,E,10,C,4p40,22,17,39,22,17,20.66666667,1,1,SP,RP,
